|------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|                                                                   COUNTS NUMBER OF INVOCATIONS                                                                   |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|                                                          LABEL                                                           | COUNT  | DEPTH  |   METRIC   |  SUM   |
|--------------------------------------------------------------------------------------------------------------------------|--------|--------|------------|--------|
| |00>>> __libc_start_main                                                                                                 | 137314 |      0 | trip_count | 137314 |
| |12>>> pthread_condattr_setpshared                                                                                       | 138770 |      0 | trip_count | 138770 |
| |12>>> |_std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<cha... | 138770 |      1 | trip_count | 138770 |
| |12>>>   |_std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<c... | 138770 |      2 | trip_count | 138770 |
| |12>>>     |_omp_fulfill_event                                                                                           | 138757 |      3 | trip_count | 138757 |
| |12>>>       |___sigaction                                                                                               | 138754 |      4 | trip_count | 138754 |
| |12>>>       |_transport(int, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >... |      1 |      4 | trip_count |      1 |
| |12>>>         |___sigaction                                                                                             |      1 |      5 | trip_count |      1 |
| |12>>>       |_project(std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std:... |      1 |      4 | trip_count |      1 |
| |12>>>         |___sigaction                                                                                             |      1 |      5 | trip_count |      1 |
| |12>>>       |_lin_solve2(int, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> ... |      1 |      4 | trip_count |      1 |
| |12>>>         |___sigaction                                                                                             |      1 |      5 | trip_count |      1 |
| |12>>>     |___sigaction                                                                                                 |     13 |      3 | trip_count |     13 |
| |13>>> pthread_condattr_setpshared                                                                                       | 139191 |      0 | trip_count | 139191 |
| |13>>> |_std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<cha... | 139191 |      1 | trip_count | 139191 |
| |13>>>   |_std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<c... | 139191 |      2 | trip_count | 139191 |
| |13>>>     |_omp_fulfill_event                                                                                           | 139183 |      3 | trip_count | 139183 |
| |13>>>       |___sigaction                                                                                               | 139182 |      4 | trip_count | 139182 |
| |13>>>       |_lin_solve2(int, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> ... |      1 |      4 | trip_count |      1 |
| |13>>>         |___sigaction                                                                                             |      1 |      5 | trip_count |      1 |
| |13>>>     |___sigaction                                                                                                 |      8 |      3 | trip_count |      8 |
| |14>>> pthread_condattr_setpshared                                                                                       | 138843 |      0 | trip_count | 138843 |
| |14>>> |_std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<cha... | 138843 |      1 | trip_count | 138843 |
| |14>>>   |_std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<c... | 138843 |      2 | trip_count | 138843 |
| |14>>>     |_omp_fulfill_event                                                                                           | 138825 |      3 | trip_count | 138825 |
| |14>>>       |___sigaction                                                                                               | 138825 |      4 | trip_count | 138825 |
| |14>>>     |___sigaction                                                                                                 |     18 |      3 | trip_count |     18 |
| |15>>> pthread_condattr_setpshared                                                                                       | 139101 |      0 | trip_count | 139101 |
| |15>>> |_std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<cha... | 139101 |      1 | trip_count | 139101 |
| |15>>>   |_std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<c... | 139101 |      2 | trip_count | 139101 |
| |15>>>     |_omp_fulfill_event                                                                                           | 139090 |      3 | trip_count | 139090 |
| |15>>>       |___sigaction                                                                                               | 139090 |      4 | trip_count | 139090 |
| |15>>>     |___sigaction                                                                                                 |     11 |      3 | trip_count |     11 |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------|
